date,metric_name,metric_description,metric_owner,metric_value,period_type,period_value
2023-08-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1916.0,Fiscal Period,FY2022_Q3
2023-09-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1858.0,Fiscal Period,FY2022_Q3
2023-10-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,665.0,Fiscal Period,FY2022_Q4
2023-11-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,669.0,Fiscal Period,FY2022_Q4
2023-12-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1446.0,Fiscal Period,FY2022_Q4
2024-01-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1995.0,Fiscal Period,FY2024_Q1
2024-02-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,785.0,Fiscal Period,FY2024_Q1
2024-03-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1915.0,Fiscal Period,FY2024_Q1
2024-04-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,725.0,Fiscal Period,FY2024_Q2
2024-05-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1411.0,Fiscal Period,FY2024_Q2
2024-06-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,953.0,Fiscal Period,FY2024_Q2
2024-07-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1786.0,Fiscal Period,FY2023_Q3
2024-08-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1061.0,Fiscal Period,FY2023_Q3
2024-09-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1762.0,Fiscal Period,FY2023_Q3
2024-10-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,254.0,Fiscal Period,FY2023_Q4
2024-11-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,589.0,Fiscal Period,FY2023_Q4
2024-12-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1509.0,Fiscal Period,FY2023_Q4
2025-01-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,884.0,Fiscal Period,FY2025_Q1
2025-02-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1227.0,Fiscal Period,FY2025_Q1
2025-03-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1516.0,Fiscal Period,FY2025_Q1
2025-04-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1934.0,Fiscal Period,FY2025_Q2
2025-05-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,345.0,Fiscal Period,FY2025_Q2
2025-06-01,BTL Home Loan Campaign Volume,The number of below-the-line marketing campaigns targeting non-home loan customers for cross-sell.,Raj Patel,1299.0,Fiscal Period,FY2025_Q2
2022-01-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,115510.0,Fiscal Period,FY2022_Q1
2022-02-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,64748.0,Fiscal Period,FY2022_Q1
2022-03-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,15801.0,Fiscal Period,FY2022_Q1
2022-04-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,160262.0,Fiscal Period,FY2022_Q2
2022-05-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,190761.0,Fiscal Period,FY2022_Q2
2022-06-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,245362.0,Fiscal Period,FY2022_Q2
2022-07-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,192065.0,Fiscal Period,FY2021_Q3
2022-08-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,39592.0,Fiscal Period,FY2021_Q3
2022-09-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,20647.0,Fiscal Period,FY2021_Q3
2022-10-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,149788.0,Fiscal Period,FY2021_Q4
2022-11-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,229963.0,Fiscal Period,FY2021_Q4
2022-12-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,228617.0,Fiscal Period,FY2021_Q4
2023-01-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,230984.0,Fiscal Period,FY2023_Q1
2023-02-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,120627.0,Fiscal Period,FY2023_Q1
2023-03-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,80316.0,Fiscal Period,FY2023_Q1
2023-04-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,12368.0,Fiscal Period,FY2023_Q2
2023-05-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,87575.0,Fiscal Period,FY2023_Q2
2023-06-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,16655.0,Fiscal Period,FY2023_Q2
2023-07-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,247549.0,Fiscal Period,FY2022_Q3
2023-08-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,80031.0,Fiscal Period,FY2022_Q3
2023-09-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,217501.0,Fiscal Period,FY2022_Q3
2023-10-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,232155.0,Fiscal Period,FY2022_Q4
2023-11-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,97922.0,Fiscal Period,FY2022_Q4
2023-12-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,196838.0,Fiscal Period,FY2022_Q4
2024-01-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,134046.0,Fiscal Period,FY2024_Q1
2024-02-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,154475.0,Fiscal Period,FY2024_Q1
2024-03-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,42097.0,Fiscal Period,FY2024_Q1
2024-04-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,219729.0,Fiscal Period,FY2024_Q2
2024-05-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,152038.0,Fiscal Period,FY2024_Q2
2024-06-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,134862.0,Fiscal Period,FY2024_Q2
2024-07-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,240229.0,Fiscal Period,FY2023_Q3
2024-08-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,128834.0,Fiscal Period,FY2023_Q3
2024-09-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,103848.0,Fiscal Period,FY2023_Q3
2024-10-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,62921.0,Fiscal Period,FY2023_Q4
2024-11-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,190798.0,Fiscal Period,FY2023_Q4
2024-12-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,136141.0,Fiscal Period,FY2023_Q4
2025-01-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,191372.0,Fiscal Period,FY2025_Q1
2025-02-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,32677.0,Fiscal Period,FY2025_Q1
2025-03-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,65609.0,Fiscal Period,FY2025_Q1
2025-04-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,237897.0,Fiscal Period,FY2025_Q2
2025-05-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,197733.0,Fiscal Period,FY2025_Q2
2025-06-01,ATL Marketing Spend ($),"Monthly expenditure on above-the-line marketing efforts, including TV, radio, digital, and print advertising.",Natalie Chen,41024.0,Fiscal Period,FY2025_Q2
2022-01-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,279.0,Fiscal Period,FY2022_Q1
2022-02-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,269.0,Fiscal Period,FY2022_Q1
2022-03-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,425.0,Fiscal Period,FY2022_Q1
2022-04-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,370.0,Fiscal Period,FY2022_Q2
2022-05-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,153.0,Fiscal Period,FY2022_Q2
2022-06-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,200.0,Fiscal Period,FY2022_Q2
2022-07-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,363.0,Fiscal Period,FY2021_Q3
2022-08-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,152.0,Fiscal Period,FY2021_Q3
2022-09-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,159.0,Fiscal Period,FY2021_Q3
2022-10-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,207.0,Fiscal Period,FY2021_Q4
2022-11-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,104.0,Fiscal Period,FY2021_Q4
2022-12-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,202.0,Fiscal Period,FY2021_Q4
2023-01-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,295.0,Fiscal Period,FY2023_Q1
2023-02-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,361.0,Fiscal Period,FY2023_Q1
2023-03-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,464.0,Fiscal Period,FY2023_Q1
2023-04-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,471.0,Fiscal Period,FY2023_Q2
2023-05-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,449.0,Fiscal Period,FY2023_Q2
2023-06-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,146.0,Fiscal Period,FY2023_Q2
2023-07-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,454.0,Fiscal Period,FY2022_Q3
2023-08-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,410.0,Fiscal Period,FY2022_Q3
2023-09-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,407.0,Fiscal Period,FY2022_Q3
2023-10-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,243.0,Fiscal Period,FY2022_Q4
2023-11-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,368.0,Fiscal Period,FY2022_Q4
2023-12-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,469.0,Fiscal Period,FY2022_Q4
2024-01-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,223.0,Fiscal Period,FY2024_Q1
2024-02-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,205.0,Fiscal Period,FY2024_Q1
2024-03-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,257.0,Fiscal Period,FY2024_Q1
2024-04-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,246.0,Fiscal Period,FY2024_Q2
2024-05-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,244.0,Fiscal Period,FY2024_Q2
2024-06-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,219.0,Fiscal Period,FY2024_Q2
2024-07-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,418.0,Fiscal Period,FY2023_Q3
2024-08-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,374.0,Fiscal Period,FY2023_Q3
2024-09-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,191.0,Fiscal Period,FY2023_Q3
2024-10-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,157.0,Fiscal Period,FY2023_Q4
2024-11-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,445.0,Fiscal Period,FY2023_Q4
2024-12-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,328.0,Fiscal Period,FY2023_Q4
2025-01-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,216.0,Fiscal Period,FY2025_Q1
2025-02-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,417.0,Fiscal Period,FY2025_Q1
2025-03-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,378.0,Fiscal Period,FY2025_Q1
2025-04-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,226.0,Fiscal Period,FY2025_Q2
2025-05-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,492.0,Fiscal Period,FY2025_Q2
2025-06-01,Overall Complaints Volume,Total number of customer complaints received across all products and services in a month.,Ben Clarke,495.0,Fiscal Period,FY2025_Q2
2022-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,90.0,Fiscal Period,FY2022_Q1
2022-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,67.0,Fiscal Period,FY2022_Q1
2022-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,104.0,Fiscal Period,FY2022_Q1
2022-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,101.0,Fiscal Period,FY2022_Q2
2022-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,55.0,Fiscal Period,FY2022_Q2
2022-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,82.0,Fiscal Period,FY2022_Q2
2022-07-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,144.0,Fiscal Period,FY2021_Q3
2022-08-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,43.0,Fiscal Period,FY2021_Q3
2022-09-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Fiscal Period,FY2021_Q3
2022-10-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,87.0,Fiscal Period,FY2021_Q4
2022-11-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,38.0,Fiscal Period,FY2021_Q4
2022-12-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Fiscal Period,FY2021_Q4
2023-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,96.0,Fiscal Period,FY2023_Q1
2023-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,99.0,Fiscal Period,FY2023_Q1
2023-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,142.0,Fiscal Period,FY2023_Q1
2023-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,201.0,Fiscal Period,FY2023_Q2
2023-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,91.0,Fiscal Period,FY2023_Q2
2023-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,34.0,Fiscal Period,FY2023_Q2
2023-07-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,97.0,Fiscal Period,FY2022_Q3
2023-08-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,87.0,Fiscal Period,FY2022_Q3
2023-09-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,185.0,Fiscal Period,FY2022_Q3
2023-10-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,99.0,Fiscal Period,FY2022_Q4
2023-11-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,125.0,Fiscal Period,FY2022_Q4
2023-12-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,107.0,Fiscal Period,FY2022_Q4
2024-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Fiscal Period,FY2024_Q1
2024-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,70.0,Fiscal Period,FY2024_Q1
2024-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,64.0,Fiscal Period,FY2024_Q1
2024-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,81.0,Fiscal Period,FY2024_Q2
2024-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Fiscal Period,FY2024_Q2
2024-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,84.0,Fiscal Period,FY2024_Q2
2024-07-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,163.0,Fiscal Period,FY2023_Q3
2024-08-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,79.0,Fiscal Period,FY2023_Q3
2024-09-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,59.0,Fiscal Period,FY2023_Q3
2024-10-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,60.0,Fiscal Period,FY2023_Q4
2024-11-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,156.0,Fiscal Period,FY2023_Q4
2024-12-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,149.0,Fiscal Period,FY2023_Q4
2025-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,85.0,Fiscal Period,FY2025_Q1
2025-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,103.0,Fiscal Period,FY2025_Q1
2025-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,83.0,Fiscal Period,FY2025_Q1
2025-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,88.0,Fiscal Period,FY2025_Q2
2025-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,102.0,Fiscal Period,FY2025_Q2
2025-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,185.0,Fiscal Period,FY2025_Q2
2022-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07641381448549746,Fiscal Period,FY2022_Q1
2022-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.054528450672552735,Fiscal Period,FY2022_Q1
2022-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.04329019557239131,Fiscal Period,FY2022_Q1
2022-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.05859729310654119,Fiscal Period,FY2022_Q2
2022-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.047495173429491,Fiscal Period,FY2022_Q2
2022-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.052737007358956096,Fiscal Period,FY2022_Q2
2022-07-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07648788852659151,Fiscal Period,FY2021_Q3
2022-08-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.043166158268046456,Fiscal Period,FY2021_Q3
2022-09-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07767143382943485,Fiscal Period,FY2021_Q3
2022-10-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07432103851736382,Fiscal Period,FY2021_Q4
2022-11-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03174746808735779,Fiscal Period,FY2021_Q4
2022-12-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.024161678052509926,Fiscal Period,FY2021_Q4
2023-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.026046680082645598,Fiscal Period,FY2023_Q1
2023-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.021093309539092983,Fiscal Period,FY2023_Q1
2023-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.025666577645355702,Fiscal Period,FY2023_Q1
2023-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06098040640498141,Fiscal Period,FY2023_Q2
2023-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.02427131890761374,Fiscal Period,FY2023_Q2
2023-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.039138537817625677,Fiscal Period,FY2023_Q2
2023-07-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07069251865816727,Fiscal Period,FY2022_Q3
2023-08-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.021396316144149552,Fiscal Period,FY2022_Q3
2023-09-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06886810895533614,Fiscal Period,FY2022_Q3
2023-10-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.036911286486403995,Fiscal Period,FY2022_Q4
2023-11-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.027089889657299377,Fiscal Period,FY2022_Q4
2023-12-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06180422992184904,Fiscal Period,FY2022_Q4
2024-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.057736570806793036,Fiscal Period,FY2024_Q1
2024-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07264832081162317,Fiscal Period,FY2024_Q1
2024-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06410426262823314,Fiscal Period,FY2024_Q1
2024-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06820885582309091,Fiscal Period,FY2024_Q2
2024-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03692207435427839,Fiscal Period,FY2024_Q2
2024-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03064637262678337,Fiscal Period,FY2024_Q2
